Link,Titulo,Anfitriao,Tempo_Hospedando,Preco_Noite,Noites,Taxa_Limpeza,Preco_Total,Hospedes,Quartos,Camas,Banheiros,Latitude,Longitude,Endereco
https://www.airbnb.com.br/rooms/1357223949143702890?check_in=2026-03-10&check_out=2026-03-15,Casa de Veraneio em Carapibus,João,N/A,N/A,N/A,N/A,N/A,9,3,5,5,-7.29499,-34.81739,"Rodovia Contorno de Jacumã, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1364375046030304996?check_in=2026-03-10&check_out=2026-03-15,Casa Amarela - Jacumã,Gean Carlos,N/A,N/A,N/A,N/A,N/A,14,3,7,2,-7.2893,-34.8052,"Jacumã, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1425322020382164639?check_in=2026-03-10&check_out=2026-03-15,Casa luxuosa Carapibus - Jacumã,Luana,N/A,N/A,N/A,N/A,N/A,10,3,3,4,-7.3,-34.8029,"Rua Luis Terixeira de Araujo, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1351579720504757382?check_in=2026-03-10&check_out=2026-03-15,Casa de Praia com Piscina-Litoral Sul Coqueirinho,Felipe Lopes,N/A,N/A,N/A,N/A,N/A,6,2,3,2,-7.301,-34.8098,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1529869639817701077?check_in=2026-03-10&check_out=2026-03-15,Casa Azul,Fernanda,N/A,N/A,N/A,N/A,N/A,12,4,6,3,-7.2857,-34.8071,"Rua Etelvina do Nascimento Freire, Jacumã, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/639934132284184035?check_in=2026-03-10&check_out=2026-03-15,FLAT DE EXCELENTE LOCALIZAÇÃO,Gerlane,5 anos,N/A,N/A,N/A,N/A,4,1,1,1,-7.28816,-34.80437,"Rua Professora Maria Amelia, Jacumã, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1397064778252769182?check_in=2026-03-10&check_out=2026-03-15,O lazer para descanso da família,Marcondes,N/A,N/A,N/A,N/A,N/A,6,1,4,1,-7.30356,-34.80355,"Rua Rodolfo Cavalcante de Oliveira, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1267677084220611820?check_in=2026-03-10&check_out=2026-03-15,CASA LEITE- Frente para o mar em Carapibus,Italo Leite,N/A,N/A,N/A,N/A,N/A,14,6,7,5,-7.29525,-34.80274,"Rua Marilene da Silva, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1249310676488318502?check_in=2026-03-10&check_out=2026-03-15,Mar de Tabatinga #B2 - Elegância por Carpediem,Carpediem Homes,7 anos,N/A,N/A,N/A,N/A,6,3,3,5,-7.31924,-34.80663,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1485587919832664261?check_in=2026-03-10&check_out=2026-03-15,Apartamento Jacumã- Conde/PB,Diogo,N/A,N/A,N/A,N/A,N/A,6,2,3,2,-7.2827,-34.825,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1553023078259849834?check_in=2026-03-10&check_out=2026-03-15,Praia de Carapibus — Vista Lateral Mar!,Fernanda,N/A,N/A,N/A,N/A,N/A,6,2,2,2,-7.2987,-34.8011,"Rua Luiz Caldas de Sa Bento, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1121656163342682210?check_in=2026-03-10&check_out=2026-03-15,Férias na Paraíba (Pé na Areia),Aline,2 anos,N/A,N/A,N/A,N/A,4,1,2,1,-7.32749,-34.79986,"Rua Coqueirinho, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/39778701?check_in=2026-03-10&check_out=2026-03-15,A beira mar de Carapibus! Praia paradisíaca! AP102,Almira,6 anos,N/A,N/A,N/A,N/A,4,1,2,1,-7.30264,-34.80066,"Rua Luis Teixeira de Araujo, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1485066926388464588?check_in=2026-03-10&check_out=2026-03-15,Casa em Praia de Carapibus,Fausto,N/A,N/A,N/A,N/A,N/A,10,2,4,3,-7.2945,-34.8082,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1327432101647353674?check_in=2026-03-10&check_out=2026-03-15,Na melhor Localização,Mary Alves,1 anos,N/A,N/A,N/A,N/A,4,0,3,1,-7.2817,-34.8005,"Rua das Marinas, Jacumã, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/770402235246691437?check_in=2026-03-10&check_out=2026-03-15,Brisa de Carapibus,Karla Biermann,4 anos,N/A,N/A,N/A,N/A,6,2,3,2,-7.29221,-34.80283,"Rua Rodolfo Cavalcante de Oliveira, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/46614045?check_in=2026-03-10&check_out=2026-03-15,Venha curtir o sol e mar em boa companhia,Priscilla,5 anos,N/A,N/A,N/A,N/A,2,1,2,1,-7.31485,-34.8029,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1209486057950510453?check_in=2026-03-10&check_out=2026-03-15,Flat karini localizado na principal de jacuma,Sandrinha,N/A,N/A,N/A,N/A,N/A,4,1,2,0,-7.2845,-34.8019,"Avenida Ilza Ribeiro, Jacumã, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/42410743?check_in=2026-03-10&check_out=2026-03-15,Casa de temporada em Carapibus CondePB,Khivia,N/A,N/A,N/A,N/A,N/A,12,3,15,5,-7.29276,-34.81228,"Rua Joaquim Francisco, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/51581891?check_in=2026-03-10&check_out=2026-03-15,"Venha conhecer o aconchego que nossa casa pode oferecer, desfrute de uma bela piscina fazendo aquele churrasco, e ainda se preferir conheça uma bela praia chamada praia do amor numa distância de 800 metros.",Vivi Alves,4 anos,N/A,N/A,N/A,N/A,12,2,6,5,-7.28402,-34.80321,"Rua João Alves dos Santos, Jacumã, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1241313421459660096?check_in=2026-03-10&check_out=2026-03-15,APTO a 100M da praia de jacumã,João Pedro,1 anos,N/A,N/A,N/A,N/A,5,2,4,2,-7.2895,-34.8022,"Rua Carmelo Gomes de Souza, Jacumã, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1011078913225994036?check_in=2026-03-10&check_out=2026-03-15,um paraíso em Jacumã,Nunes,2 anos,N/A,N/A,N/A,N/A,6,1,2,1,-7.2611,-34.8088,"Rua Caxangá, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1207416574827481246?check_in=2026-03-10&check_out=2026-03-15,Casa Corais em Carapibus,Ana Clara,2 anos,N/A,N/A,N/A,N/A,15,3,7,3,-7.2983,-34.8074,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1603001243475227246?check_in=2026-03-10&check_out=2026-03-15,Cantinho Tabatinga,⁨Casa Tabatinga 02⁩,N/A,N/A,N/A,N/A,N/A,2,1,1,1,-7.31606,-34.80375,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/38634116?check_in=2026-03-10&check_out=2026-03-15,LUXO E ACONCHEGO EM FRENTE À PRAIA DE CARAPIBUS,Aurora Costa,N/A,N/A,N/A,N/A,N/A,5,2,2,2,-7.29949,-34.80026,"Pousada da Luz, Rua Luiz Caldas de Sa Bento, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1051479447102177605?check_in=2026-03-10&check_out=2026-03-15,Refúgio à beira-mar conforto localização perfeita,Adilson Miguel,2 anos,N/A,N/A,N/A,N/A,4,1,1,1,-7.2996,-34.8,"Rua Luiz Caldas de Sa Bento, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1493431583382717662?check_in=2026-03-10&check_out=2026-03-15,Mar de Tabatinga #B3 - Estilo e lazer by Carpediem,Carpediem Homes,7 anos,N/A,N/A,N/A,N/A,6,3,3,5,-7.26222,-34.81185,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/983362558668868166?check_in=2026-03-10&check_out=2026-03-15,Casa Turquesa à Beira-mar de Carapibus,José,10 anos,N/A,N/A,N/A,N/A,12,5,7,5,-7.3046,-34.8004,"Rua Rodrigo Nunes, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/825170054671416373?check_in=2026-03-10&check_out=2026-03-15,Casa Praia de Carapibus-Conde/PB,Lucia Reichler,N/A,N/A,N/A,N/A,N/A,6,2,4,2,-7.3022,-34.8,"Rua Rodrigo Nunes, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1584477187554873531?check_in=2026-03-10&check_out=2026-03-15,"Carapibus Bangalô 11: refúgio, mar e natureza",Ailson José Lourenço,N/A,N/A,N/A,N/A,N/A,9,3,5,3,-7.297,-34.8035,"Rua Luís Teixeira de Araujo, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/929676919834103155?check_in=2026-03-10&check_out=2026-03-15,Casa de veraneio onde o sol brilhar mas cedo,Ismaela Guedes,2 anos,N/A,N/A,N/A,N/A,12,2,5,3,-7.2686,-34.8133,"PB-008, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1599497389335776932?check_in=2026-03-10&check_out=2026-03-15,Flat Gold Vista Mar - Praia de Tabatinga,Rômulo Pereira,3 anos,N/A,N/A,N/A,N/A,6,2,5,5,-7.31759,-34.80456,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/716479187239425849?check_in=2026-03-10&check_out=2026-03-15,Mar e falésias,Priscilla,5 anos,N/A,N/A,N/A,N/A,4,1,2,1,-7.3146,-34.8027,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1192298111064953178?check_in=2026-03-10&check_out=2026-03-15,Aconchego com Vista para o Mar,Geovana,4 anos,N/A,N/A,N/A,N/A,6,2,2,2,-7.30616,-34.80076,"Rua Rodrigo Nunes, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1398829720340825147?check_in=2026-03-10&check_out=2026-03-15,Casa do Sol - Jacumã/Carapibus,Thayene,N/A,N/A,N/A,N/A,N/A,7,2,5,2,-7.2941,-34.80997,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/658791738434849076?check_in=2026-03-10&check_out=2026-03-15,Paraíso no Paraiso I para 17 hóspedes / 6 suítes-2P,⁨LuizandTom (ParadiseinParaiso)⁩,N/A,N/A,N/A,N/A,N/A,16,6,11,5,-7.3136,-34.8029,"Rua Ouricuri, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/689853959190789353?check_in=2026-03-10&check_out=2026-03-15,Apto Duplo Superior com varanda próprio para casal!,Pousada Anauê,3 anos,N/A,N/A,N/A,N/A,2,1,1,1,-7.29503,-34.80324,"Rua Luís Teixeira de Araujo, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/986410837216521617?check_in=2026-03-10&check_out=2026-03-15,Casa em Jacuma,Anderson,N/A,N/A,N/A,N/A,N/A,16,4,6,3,-7.27274,-34.81472,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1386995609972150427?check_in=2026-03-10&check_out=2026-03-15,Casa de Praia Conde Carapibus,Deruska,N/A,N/A,N/A,N/A,N/A,6,2,3,2,-7.2981,-34.8162,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1096552001000226003?check_in=2026-03-10&check_out=2026-03-15,Casa de Praia Exclusiva!,Emílio,2 anos,N/A,N/A,N/A,N/A,12,3,6,3,-7.28311,-34.80557,"Rua Amaury dos Santos, Jacumã, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1469579564807938963?check_in=2026-03-10&check_out=2026-03-15,"Casa em Carapibus, perto do mar",Kelly Thaysy,N/A,N/A,N/A,N/A,N/A,10,3,7,2,-7.2944,-34.8074,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/49874991?check_in=2026-03-10&check_out=2026-03-15,"Casa da Lua , aluguel por diária e mensal",Tina,5 anos,N/A,N/A,N/A,N/A,2,1,2,1,-7.2742,-34.804,"Pousada da Lua, Rua Trilhas do Mar, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/876289298764796346?check_in=2026-03-10&check_out=2026-03-15,Apartamento no litoral sul,Thiago,2 anos,N/A,N/A,N/A,N/A,10,2,4,1,-7.2169,-34.8304,"Rua Maria Livia Alves Coelho, Muçumagro, João Pessoa, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, 58062-305, Brasil"
https://www.airbnb.com.br/rooms/39779358?check_in=2026-03-10&check_out=2026-03-15,A beira mar de Carapibus! Praia paradisíaca! AP106,Almira,N/A,N/A,N/A,N/A,N/A,4,1,2,1,-7.30222,-34.79896,"Rua Rodrigo Nunes, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1547186424442712791?check_in=2026-03-10&check_out=2026-03-15,Apartamento em Conde - Praia de Jacumã,Thalita Martins,N/A,N/A,N/A,N/A,N/A,6,2,2,2,-7.295,-34.8057,"Rua Joaquim Francisco, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1028909788554251895?check_in=2026-03-10&check_out=2026-03-15,casa de praia litoral sul-pb,Elenilton,2 anos,N/A,N/A,N/A,N/A,12,3,6,3,-7.30837,-34.8104,"Rodovia Ministro Abelardo Jurema Araújo, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/41703101?check_in=2026-03-10&check_out=2026-03-15,Paraíso família & pets: à beira-mar | wi-fi,Allisson,N/A,N/A,N/A,N/A,N/A,16,3,4,2,-7.29887,-34.80168,"Rua João Mariano Valadares, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
